532,	91,	41,	1914,	-36,	-16,	59
533,	89,	47,	1930,	-63,	-39,	57
534,	128,	23,	1929,	-7,	-57,	73
535,	131,	20,	1940,	-52,	-12,	24
536,	125,	40,	1925,	-43,	-22,	-27
537,	110,	38,	1956,	-8,	-51,	-35
538,	126,	20,	1958,	-10,	-48,	-10
539,	119,	31,	1926,	-40,	-8,	10
540,	105,	43,	1913,	-24,	-28,	-5
541,	116,	44,	1944,	-62,	-26,	-4
542,	115,	57,	1952,	-9,	-49,	-7
543,	111,	51,	1924,	-32,	-31,	-5
544,	107,	68,	1916,	-23,	-40,	-11
545,	125,	44,	1945,	-22,	-54,	-2
546,	115,	48,	1932,	-50,	-27,	-6
547,	114,	34,	1936,	-37,	-30,	-5
548,	111,	38,	1927,	-36,	-27,	-10
549,	111,	63,	1930,	-24,	-46,	-5
550,	120,	39,	1921,	-59,	-22,	15
551,	121,	40,	1938,	-53,	-29,	11
552,	121,	48,	1952,	-45,	-28,	17
553,	123,	35,	1950,	-25,	-28,	5
554,	109,	60,	1920,	-47,	-25,	-2
555,	116,	39,	1942,	-56,	-35,	-7
556,	105,	58,	1917,	-13,	-49,	-12
557,	107,	40,	1921,	-36,	-33,	4
558,	115,	43,	1936,	-28,	-51,	1
559,	119,	49,	1935,	-58,	-26,	5
560,	118,	61,	1923,	-60,	-41,	1
561,	112,	32,	1905,	-53,	-75,	9
562,	120,	29,	1933,	-34,	-93,	12
563,	140,	22,	1913,	-34,	-124,	-7
564,	173,	38,	1933,	-67,	-158,	-45
565,	176,	41,	1931,	-41,	-159,	-40
566,	195,	21,	1933,	-99,	-146,	-2
567,	218,	37,	1911,	-105,	-137,	25
568,	257,	9,	1956,	-91,	-160,	28
569,	264,	18,	1928,	-68,	-224,	24
570,	289,	3,	1923,	-111,	-243,	42
571,	368,	-8,	1959,	-139,	-376,	101
572,	450,	-101,	1914,	-266,	-463,	83
573,	500,	-132,	1848,	-351,	-326,	-3
574,	544,	-183,	1872,	-412,	-372,	-27
575,	631,	-267,	1822,	-542,	-552,	-24
576,	709,	-296,	1912,	-477,	-558,	-34
577,	759,	-384,	1790,	-368,	-527,	103
578,	852,	-429,	1722,	-303,	-572,	194
